transaction_amount,transaction_hour,merchant_category,device_type,device_age_days,region,account_age_days,transactions_last_24h,average_transaction_amount,distance_from_home,international_transaction,failed_transactions_last_24h,is_fraud
101.91,5,food,mobile_ios,511.29,europe,520.39,4,60.71,15.56,0,0,0
89.42,8,electronics,mobile_android,350.87,latin_america,1898.44,4,58.56,5.76,0,0,0
71.64,5,retail,desktop_mac,200.4,asia_pacific,682.28,2,58.47,12.27,0,0,0
39.78,6,entertainment,mobile_ios,508.7,europe,607.16,4,68.73,6.54,0,0,0
132.76,15,online,mobile_ios,286.66,asia_pacific,1524.98,2,74.95,12.54,0,0,0
121.37,15,electronics,tablet,850.81,north_america,534.24,3,49.62,24.52,0,2,0
6.57,3,retail,mobile_ios,275.27,europe,861.2,2,53.51,5.25,0,0,0
158.94,8,travel,mobile_android,522.17,europe,161.24,5,26.18,5.27,0,0,0
180.82,17,retail,mobile_ios,979.15,north_america,1766.07,2,74.04,23.74,0,0,0
224.45,11,online,desktop_windows,961.21,north_america,500.75,2,32.28,23.55,0,0,0
18.41,8,food,mobile_ios,517.47,europe,1894.94,3,70.23,20.61,0,0,0
34.25,10,food,tablet,729.27,europe,1291.81,0,31.86,19.33,0,0,0
2.54,10,electronics,mobile_ios,892.45,north_america,1454.45,2,67.33,28.97,0,0,0
19.32,10,online,mobile_ios,368.02,north_america,132.12,3,64.51,6.48,0,0,0
10.22,13,electronics,mobile_ios,939.63,north_america,1290.81,6,47.69,0.31,0,0,0
144.45,16,travel,desktop_mac,616.35,north_america,255.72,5,47.28,2.24,0,0,0
59.8,14,retail,mobile_ios,652.43,latin_america,1939.21,3,38.56,20.35,0,0,0
84.09,17,online,mobile_android,743.65,north_america,724.32,3,63.2,26.42,0,0,0
156.87,9,online,mobile_ios,118.4,latin_america,175.48,3,36.91,1.11,0,0,0
39.27,15,online,mobile_ios,658.76,north_america,627.13,5,69.42,4.17,0,0,0
101.88,0,travel,mobile_ios,3.15,europe,57.34,13,70.76,638.51,1,3,1
36.57,8,travel,mobile_ios,238.29,latin_america,1524.08,1,56.86,4.92,0,0,0
5.18,14,utilities,mobile_ios,367.78,europe,922.1,1,70.22,21.87,0,0,0
62.05,12,luxury,mobile_ios,480.4,europe,1821.78,7,71.63,14.22,0,0,0
12.69,5,entertainment,mobile_android,664.4,north_america,1288.23,5,63.55,14.76,0,0,0
100.44,15,online,mobile_android,514.63,middle_east,1034.65,3,52.17,18.55,0,0,0
65.16,11,travel,desktop_mac,902.47,europe,277.81,2,47.95,12.16,0,0,0
42.91,19,retail,mobile_ios,432.4,africa,361.85,5,45.61,16.83,0,0,0
13.26,12,electronics,desktop_windows,418.15,europe,264.35,2,75.85,47.98,0,0,0
83.24,15,food,mobile_android,717.42,europe,439.93,2,54.9,10.56,0,0,0
12.46,9,food,mobile_ios,868.02,north_america,1571.24,4,47.94,0.61,0,0,0
13.69,16,online,mobile_android,617.59,middle_east,1319.53,3,48.18,4.95,0,1,0
17.66,5,retail,desktop_windows,793.73,north_america,1644.71,1,77.0,23.41,0,0,0
56.22,5,electronics,mobile_android,998.66,north_america,951.6,2,50.28,5.97,0,0,0
43.3,17,utilities,mobile_ios,280.02,north_america,338.54,3,12.55,1.76,0,0,0
33.15,12,retail,mobile_ios,463.91,north_america,1542.18,1,63.32,16.07,0,0,0
16.41,12,entertainment,mobile_ios,244.6,north_america,375.5,1,49.33,14.55,0,0,0
168.17,9,entertainment,mobile_android,195.41,europe,1670.47,2,42.85,4.29,0,0,0
60.95,14,electronics,desktop_windows,430.45,latin_america,1348.89,0,61.34,46.83,0,0,0
2.48,18,luxury,tablet,597.64,north_america,656.21,0,49.14,20.86,0,0,0
127.48,15,luxury,mobile_android,717.07,europe,1665.24,4,50.05,1.9,0,0,0
64.05,5,travel,mobile_android,223.88,north_america,1995.44,1,56.35,6.84,0,0,0
33.45,10,online,mobile_ios,762.77,europe,1245.76,5,61.35,12.5,0,0,0
28.38,12,electronics,mobile_ios,638.44,north_america,1472.52,2,62.81,10.87,0,0,0
81.22,5,food,mobile_android,819.41,north_america,1672.4,7,70.09,9.51,0,0,0
27.47,5,retail,desktop_windows,809.04,asia_pacific,1592.43,4,60.16,11.19,0,0,0
54.62,7,retail,mobile_ios,256.6,north_america,370.29,4,42.15,1.61,0,1,0
46.26,12,entertainment,mobile_ios,538.7,north_america,1125.36,5,74.79,4.06,0,0,0
4.19,18,online,desktop_windows,683.97,north_america,1538.73,6,57.63,4.84,0,0,0
6.14,14,food,desktop_windows,533.87,north_america,1103.41,3,55.21,16.22,0,0,0
42.01,6,electronics,mobile_ios,728.82,north_america,1755.56,7,61.88,0.46,0,0,0
5.39,23,food,mobile_ios,396.46,asia_pacific,1991.48,3,75.55,19.52,1,0,0
21.82,9,food,mobile_ios,274.26,europe,133.72,4,51.85,3.03,0,0,0
60.05,17,utilities,mobile_android,164.09,asia_pacific,1396.97,1,71.21,36.25,0,0,0
10.0,10,utilities,desktop_mac,277.08,north_america,1207.57,5,69.54,16.86,0,0,0
78.67,7,entertainment,mobile_ios,293.24,latin_america,1376.22,1,57.55,10.31,0,0,0
18.92,16,travel,mobile_ios,175.37,asia_pacific,351.3,5,63.15,8.3,0,0,0
69.98,8,travel,mobile_android,446.71,north_america,787.58,3,49.87,17.69,0,0,0
2.27,15,food,mobile_android,248.14,middle_east,1081.89,3,68.91,0.82,0,0,0
68.71,15,travel,mobile_ios,800.02,north_america,1285.06,4,74.94,19.61,0,0,0
7.4,7,utilities,mobile_ios,601.27,europe,1202.26,4,47.86,4.32,0,0,0
2.92,5,travel,mobile_android,382.61,north_america,1826.59,1,52.95,27.78,0,2,0
6.5,10,food,desktop_mac,657.66,africa,1839.57,1,41.04,1.92,0,0,0
26.0,15,utilities,mobile_android,124.01,north_america,1216.51,2,49.88,13.14,0,1,0
42.38,12,retail,desktop_windows,417.14,asia_pacific,499.34,1,39.9,18.17,0,0,0
65.31,9,electronics,mobile_ios,642.82,north_america,335.15,9,70.21,15.01,0,0,0
22.8,12,travel,mobile_android,213.35,north_america,1922.26,4,79.27,4.34,0,0,0
38.36,14,electronics,mobile_android,976.73,north_america,732.9,4,24.04,7.25,0,0,0
65.61,0,entertainment,mobile_ios,404.85,europe,485.22,3,54.38,11.64,0,0,0
31.5,20,food,mobile_ios,310.15,europe,645.45,1,39.94,41.74,0,0,0
112.69,12,online,desktop_mac,578.59,latin_america,1969.0,5,61.46,22.27,0,0,0
7.28,13,retail,desktop_windows,375.29,asia_pacific,1405.19,1,63.39,11.16,0,0,0
122.06,15,retail,mobile_ios,906.86,north_america,492.64,4,101.7,3.85,0,0,0
49.17,11,retail,desktop_windows,960.46,north_america,741.37,5,57.6,6.57,0,0,0
42.92,1,online,mobile_android,244.88,asia_pacific,1330.52,3,65.19,10.1,0,0,0
7.78,16,retail,mobile_android,321.64,north_america,474.09,4,50.36,3.87,0,0,0
36.93,22,travel,desktop_mac,588.24,north_america,245.6,0,43.46,10.8,0,0,0
103.04,12,food,desktop_windows,175.06,europe,1681.69,5,47.49,1.38,0,0,0
25.66,8,food,mobile_android,742.45,north_america,528.44,2,73.23,30.26,0,0,0
124.09,18,utilities,mobile_android,543.91,middle_east,1877.34,4,81.75,2.1,0,0,0
37.11,23,online,desktop_windows,816.41,europe,1450.66,3,55.24,13.05,0,0,0
105.6,17,retail,desktop_windows,995.3,europe,625.94,0,59.82,4.31,0,0,0
36.96,12,online,mobile_android,727.05,asia_pacific,1188.13,5,65.84,11.86,0,0,0
6.01,9,food,mobile_android,557.17,europe,843.24,0,68.36,6.59,0,1,0
99.57,17,retail,desktop_windows,48.47,africa,1537.65,3,45.23,3.69,0,0,0
224.41,14,online,desktop_mac,51.54,north_america,890.99,2,68.31,0.12,0,0,0
4.57,9,food,mobile_ios,478.49,europe,708.44,0,54.01,13.98,0,0,0
45.43,7,retail,mobile_android,510.13,north_america,1984.55,4,59.6,5.82,0,0,0
10.63,9,retail,desktop_windows,644.28,latin_america,423.06,4,43.03,3.7,0,0,0
34.49,9,entertainment,mobile_ios,498.41,north_america,1333.85,1,37.8,17.54,0,0,0
44.29,14,electronics,desktop_mac,465.03,north_america,1249.18,4,61.51,6.22,0,0,0
99.46,10,retail,mobile_ios,958.11,north_america,1082.96,5,65.59,0.09,0,0,0
13.5,12,food,desktop_mac,47.81,latin_america,824.62,1,46.33,0.29,0,0,0
5.51,18,entertainment,mobile_android,312.55,north_america,66.81,4,31.27,10.03,0,0,0
27.63,8,food,desktop_mac,140.35,asia_pacific,241.06,3,44.52,6.13,0,0,0
126.56,8,travel,mobile_ios,133.29,north_america,110.36,2,50.87,23.39,0,0,0
5.04,13,utilities,mobile_android,941.97,north_america,1984.47,3,43.22,61.54,0,0,0
69.58,18,electronics,mobile_ios,427.16,north_america,1470.85,2,54.53,23.22,0,0,0
8.71,10,food,mobile_ios,34.23,north_america,1913.5,2,67.53,13.52,1,0,0
91.99,9,travel,mobile_ios,573.1,asia_pacific,1168.54,2,56.19,26.99,0,1,0
117.48,18,utilities,desktop_windows,413.14,north_america,1462.16,4,47.62,37.61,0,0,0
47.04,11,online,mobile_ios,924.9,europe,1960.08,8,50.69,12.47,0,1,0
138.29,17,entertainment,mobile_ios,713.91,europe,440.66,3,62.47,15.16,0,0,0
97.2,10,online,mobile_ios,509.03,asia_pacific,167.65,8,73.2,7.75,0,0,0
80.26,16,travel,mobile_ios,934.86,north_america,263.58,2,66.76,10.69,0,0,0
91.74,4,electronics,desktop_mac,34.79,north_america,14.63,13,84.77,123.37,0,0,1
27.16,7,travel,mobile_ios,478.58,middle_east,1215.87,1,36.8,11.76,0,0,0
12.56,11,food,mobile_android,818.79,asia_pacific,925.17,3,47.3,6.34,0,0,0
94.54,5,electronics,mobile_android,40.33,north_america,46.89,3,72.67,216.3,0,0,1
224.84,3,electronics,tablet,36.58,north_america,176.49,7,63.16,139.33,1,2,1
3.41,11,electronics,mobile_android,683.31,asia_pacific,157.28,3,68.65,6.41,0,0,0
58.77,11,travel,mobile_android,97.56,latin_america,1886.04,1,56.79,14.69,0,0,0
29.03,14,electronics,mobile_android,772.81,north_america,916.24,5,55.62,8.34,0,0,0
63.93,14,food,mobile_ios,496.23,north_america,967.67,5,36.7,5.74,0,0,0
53.05,15,retail,mobile_ios,773.05,asia_pacific,1011.53,3,64.28,26.71,0,0,0
3.96,13,food,mobile_ios,164.79,latin_america,514.11,4,33.17,7.47,0,0,0
75.97,17,entertainment,mobile_ios,243.53,north_america,1384.52,3,47.69,2.67,0,0,0
30.76,13,retail,mobile_ios,601.59,latin_america,606.74,6,44.79,10.48,0,0,0
166.13,12,travel,mobile_android,222.42,latin_america,619.14,5,68.05,3.5,0,0,0
24.61,14,travel,mobile_ios,888.38,north_america,660.53,6,54.1,15.49,0,0,0
59.51,9,food,mobile_ios,552.81,north_america,300.33,4,63.14,5.44,0,0,0
10.89,8,online,mobile_ios,142.2,north_america,361.58,7,39.12,1.59,0,0,0
102.39,21,retail,mobile_android,77.82,north_america,1843.89,3,32.13,13.26,0,0,0
61.23,21,food,mobile_android,122.88,europe,250.97,1,56.93,5.17,0,0,0
40.29,10,retail,mobile_ios,346.11,north_america,142.18,3,58.36,0.68,0,0,0
7.6,12,online,mobile_android,311.92,europe,1309.83,1,52.21,1.22,0,0,0
66.95,10,food,mobile_ios,399.67,europe,1163.51,6,53.17,1.45,0,0,0
46.68,17,food,mobile_ios,171.98,north_america,94.08,4,68.32,4.97,0,0,0
62.45,7,travel,desktop_mac,600.07,europe,1718.56,2,58.45,14.08,0,0,0
32.55,15,retail,mobile_ios,720.65,north_america,427.35,4,50.84,13.95,0,0,0
66.18,15,online,mobile_android,827.97,north_america,282.69,3,19.25,0.67,1,0,0
17.4,10,retail,mobile_ios,599.22,latin_america,1737.69,6,75.01,45.49,0,0,0
56.26,5,online,mobile_ios,707.13,latin_america,878.69,0,45.99,38.45,0,0,0
132.2,13,food,mobile_ios,384.14,asia_pacific,1251.24,1,65.43,8.42,0,0,0
235.82,16,food,mobile_android,276.03,asia_pacific,687.74,4,64.4,21.83,0,0,0
89.51,7,electronics,mobile_ios,690.17,north_america,1202.06,1,42.37,0.33,0,1,0
131.4,7,entertainment,desktop_windows,265.43,north_america,784.13,3,64.07,26.19,0,0,0
46.45,17,utilities,mobile_ios,777.69,asia_pacific,485.57,3,53.42,7.05,0,0,0
72.04,10,retail,mobile_android,996.13,north_america,212.65,2,69.84,5.8,0,0,0
32.93,8,food,mobile_ios,588.25,north_america,671.56,7,56.95,1.27,0,0,0
19.05,12,retail,mobile_android,80.71,europe,716.65,5,50.64,0.58,0,0,0
4.74,16,electronics,desktop_windows,419.74,north_america,1892.31,4,71.38,23.39,0,0,0
148.41,9,entertainment,desktop_windows,253.72,europe,1681.74,6,38.55,9.92,0,1,0
57.12,16,retail,mobile_android,844.03,north_america,1647.33,2,37.25,1.02,0,0,0
63.93,12,online,mobile_android,250.6,north_america,856.91,3,44.59,1.2,0,0,0
